listentry,name,grade,listdate,amenddate,legacyuid,capturesca,location
1394937,"FLIGHT OF STEPS, RAILINGS AND OVERTHROW LEADING TO SOMERSET PLACE",II,10/15/2010 12:00:00 AM,,510351,Unknown,"(51.39267, -2.37005)"
1394938,GATES AND RAILINGS AT ENTRANCE TO SOUTH LODGE,II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510352,Unknown,"(51.39311, -2.37353)"
1394939,1-6 (CONSEC) CLEVELAND TERRACE,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510355,Unknown,"(51.38985, -2.35753)"
1394940,TOWER HOUSE,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510356,Unknown,"(51.36231, -2.37733)"
1394941,"BOUNDARY WALL, PIERS AND GATE TO NO. 297",II,10/15/2010 12:00:00 AM,,510357,Unknown,"(51.36235, -2.37751)"
1394942,EAST GATE,II*,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510358,Unknown,"(51.38235, -2.35811)"
1394943,PARISH BOUNDARY MARKER 10M EAST OF NO. 199,II,10/15/2010 12:00:00 AM,,510359,Unknown,"(51.36029, -2.35197)"
1394944,BELVEDERE TOWER TO SUMMERHILL PARK (BLAINE'S FOLLY),II,05/15/1997 12:00:00 AM,10/15/2010 12:00:00 AM,510360,Unknown,"(51.3977, -2.3742)"
1394945,GREENDOWN TERRACE WITH FRONT BOUNDARY RAILINGS,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510361,Unknown,"(51.35977, -2.35411)"
1394946,GREENDOWN HOUSE,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510362,Unknown,"(51.35993, -2.35313)"
1394947,,II,10/15/2010 12:00:00 AM,,510363,Unknown,"(51.36013, -2.35148)"
1394948,COUNTY BOUNDARY MARKER AT ST 7558 6242,II,10/15/2010 12:00:00 AM,,510364,Unknown,"(51.36032, -2.35212)"
1394949,PARISH BOUNDARY MARKER AT ST7559762404,II,10/15/2010 12:00:00 AM,,510365,Unknown,"(51.36018, -2.35187)"
1394950,"24, COMBE ROAD",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510366,Unknown,"(51.35939, -2.35112)"
1394951,"1, BRIDGE STREET",II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510367,Unknown,"(51.3828, -2.35907)"
1394952,"OLD COT
RILL COTTAGE",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510368,Unknown,"(51.35926, -2.35096)"
1394953,"2-7, BRIDGE STREET",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510369,Unknown,"(51.38289, -2.35879)"
1394954,"42 AND 44, COMBE ROAD",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510370,Unknown,"(51.35902, -2.35059)"
1394955,"8, BRIDGE STREET",II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510372,Unknown,"(51.38297, -2.3585)"
1394957,VICTORIA ART GALLERY AND LIBRARY,II*,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510374,Unknown,"(51.38273, -2.35847)"
1394958,DUNDRUM,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510376,Unknown,"(51.35892, -2.35048)"
1394959,THE OLIVER PUBLIC HOUSE,II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510377,Unknown,"(51.38356, -2.3602)"
1394960,BOUNDARY RAILINGS AND GATES TO NOS 46 AND 48,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510378,Unknown,"(51.35896, -2.35036)"
1394961,"3, BROAD STREET",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510379,Unknown,"(51.38374, -2.3603)"
1394962,"4, BROAD STREET",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510380,Unknown,"(51.38381, -2.36029)"
1394963,"50 AND 52, COMBE ROAD",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510381,Unknown,"(51.35882, -2.35028)"
1394964,COMBE DOWN POST OFFICE,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510383,Unknown,"(51.35873, -2.34926)"
1394965,PEOPLE'S MISSION HALL,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510384,Unknown,"(51.37914, -2.36157)"
1394966,"SION COTTAGE AND ATTACHED STABLE, DOVECOTE AND WALLS",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510385,Unknown,"(51.39276, -2.37547)"
1394967,"6 AND 7, CRESCENT LANE",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510386,Unknown,"(51.38736, -2.36651)"
1394968,11 GARDEN FRONTAGE ONLY,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510387,Unknown,"(51.38767, -2.36707)"
1394969,SOMERSET HOUSE,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510388,Unknown,"(51.39266, -2.37035)"
1394970,"12, CRESCENT LANE",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510389,Unknown,"(51.38781, -2.36712)"
1394971,"13, CRESCENT LANE",II*,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510390,Unknown,"(51.38784, -2.3673)"
1394972,TYLEHURST,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510391,Unknown,"(51.39262, -2.37352)"
1394973,"14, CRESCENT LANE",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510392,Unknown,"(51.38792, -2.36745)"
1394974,"1-9, SION HILL PLACE",I,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510393,Unknown,"(51.39463, -2.37253)"
1394975,GATE PEIRS AT SION HILL END OF THE ENTRANCE TO SION HILL PLACE,II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510394,Unknown,"(51.39305, -2.37314)"
1394976,SUMMERHILL AND ATTACHED BALUSTRADES,II*,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510395,Unknown,"(51.39472, -2.37315)"
1394977,"16, CRESCENT LANE",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510396,Unknown,"(51.38802, -2.36798)"
1394978,NO. 17 WITH WALLS AND GATEPIERS,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510397,Unknown,"(51.38803, -2.3682)"
1394979,"18, CRESCENT LANE",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510398,Unknown,"(51.38808, -2.3684)"
1394980,"5 AND 6, BROAD STREET",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510399,Unknown,"(51.38385, -2.3603)"
1394981,"19, CRESCENT LANE",II*,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510400,Unknown,"(51.38813, -2.36859)"
1394982,"1-5, SION PLACE",II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510401,Unknown,"(51.38168, -2.34662)"
1394983,"7 AND 7A, BROAD STREET",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510402,Unknown,"(51.38396, -2.36036)"
1394984,GLEN AVON AND GLEN AVON LODGE,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510403,Unknown,"(51.39526, -2.36741)"
1394986,NOS 5-20 (CONSEC) AND ATTACHED WALL AND RAILINGS,I,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510404,Unknown,"(51.39315, -2.36924)"
1394987,"1, SOUTH PARADE",I,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510405,Unknown,"(51.38017, -2.35695)"
1394988,POSTAL MUSEUM,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510406,Unknown,"(51.38407, -2.36039)"
1394989,GEORGE'S HOTEL,I,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510408,Unknown,"(51.38018, -2.35683)"
1394991,"10 AND 11, BROAD STREET",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510409,Unknown,"(51.38443, -2.36057)"
1394992,PRATT'S HOTEL,I,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510410,Unknown,"(51.38019, -2.35644)"
1394993,"12 AND 13, BROAD STREET",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510411,Unknown,"(51.38454, -2.36061)"
1394994,"9-13, SOUTH PARADE",I,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510412,Unknown,"(51.3802, -2.35562)"
1394995,"14, SOUTH PARADE",I,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510413,Unknown,"(51.38022, -2.35529)"
1394996,RETAINING WALL AT EAST END AND WHITEHALL STAIRS,II,10/15/2010 12:00:00 AM,,510414,Unknown,"(51.38001, -2.35519)"
1394997,"14, BROAD STREET",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510415,Unknown,"(51.38461, -2.36067)"
1394998,ROMAN CATHOLIC CHURCH OF ST JOHN,II*,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510416,Unknown,"(51.3798, -2.35554)"
1394999,"15, 16 AND 16A, BROAD STREET",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510417,Unknown,"(51.38469, -2.3607)"
1395000,THREE BOUNDARY MARKERS,II,10/15/2010 12:00:00 AM,,510418,Unknown,"(51.3554, -2.36334)"
1395001,"17 AND 18, BROAD STREET",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510419,Unknown,"(51.38506, -2.36057)"
1395002,"3-11, SOUTHCOT PLACE",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510420,Unknown,"(51.37613, -2.35559)"
1395003,"12-16, SOUTHCOT PLACE",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510421,Unknown,"(51.37598, -2.35504)"
1395004,NO. 1 AND ATTACHED RAILINGS,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510422,Unknown,"(51.38977, -2.36387)"
1395005,"19 AND 20, BROAD STREET",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510423,Unknown,"(51.38497, -2.36051)"
1395006,"21, BROAD STREET",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510424,Unknown,"(51.38489, -2.36043)"
1395007,"22 AND 22A, BROAD STREET",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510425,Unknown,"(51.38481, -2.36041)"
1395008,"23, BROAD STREET",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510426,Unknown,"(51.38477, -2.36041)"
1395009,"24, BROAD STREET",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510427,Unknown,"(51.38471, -2.36034)"
1395010,NO. 20 WITH ATTACHED WALL AND GATEPIERS,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510428,Unknown,"(51.38807, -2.36876)"
1395011,"25, BROAD STREET",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510429,Unknown,"(51.38471, -2.36034)"
1395012,"26 AND 27, BROAD STREET",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510430,Unknown,"(51.38462, -2.36031)"
1395013,THE OLD CROWN PUBLIC HOUSE,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510431,Unknown,"(51.39448, -2.38819)"
1395014,"28, BROAD STREET",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510432,Unknown,"(51.38454, -2.36026)"
1395015,"32 AND 33, BROAD STREET",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510433,Unknown,"(51.38434, -2.36016)"
1395016,"3 AND 5, CROWN HILL",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510434,Unknown,"(51.39456, -2.38832)"
1395017,"34, BROAD STREET",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510435,Unknown,"(51.38425, -2.36013)"
1395018,"35, BROAD STREET",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510436,Unknown,"(51.38421, -2.36012)"
1395019,"36 AND 37, BROAD STREET",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510437,Unknown,"(51.38415, -2.36003)"
1395020,ELRINCON,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510438,Unknown,"(51.39497, -2.38861)"
1395021,"38, BROAD STREET",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510439,Unknown,"(51.38405, -2.36003)"
1395022,"39 AND 40, BROAD STREET",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510440,Unknown,"(51.38397, -2.36002)"
1395023,"41 AND 41A, BROAD STREET",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510441,Unknown,"(51.3839, -2.36002)"
1395024,SARACEN'S HEAD INN,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510442,Unknown,"(51.3839, -2.36002)"
1395025,CHURCH OF ST MICHAEL,II*,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510443,Unknown,"(51.38365, -2.3598)"
1395026,PROSPECT HOUSE,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510444,Unknown,"(51.39509, -2.38879)"
1395027,KING EDWARD'S SCHOOL,II*,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510445,Unknown,"(51.38426, -2.36058)"
1395028,"BALUSTRADED WALL, GATE PIERS AND GATES TO KING EDWARD'S SCHOOL",II,10/15/2010 12:00:00 AM,,510446,Unknown,"(51.3843, -2.36038)"
1395029,"1, BROCK STREET",I,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510447,Unknown,"(51.386, -2.36485)"
1395030,"2-18, BROCK STREET",II*,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510448,Unknown,"(51.38615, -2.3659)"
1395031,"19-23, BROCK STREET",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510449,Unknown,"(51.38648, -2.36629)"
1395032,"3-34, DAFFORD STREET",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510454,Unknown,"(51.39949, -2.34534)"
1395033,"24A AND 24-35, BROCK STREET",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510455,Unknown,"(51.38633, -2.36538)"
1395034,MANDDS' VILLA,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510456,Unknown,"(51.39967, -2.34525)"
1395035,"40 AND 41, DAFFORD STREET",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510457,Unknown,"(51.39979, -2.3454)"
1395036,LARKHALL METHODIST CHURCH WITH ATTACHED RAILINGS,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510458,Unknown,"(51.39906, -2.34475)"
1395073,"1-8, DARLINGTON PLACE",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510494,Unknown,"(51.3817, -2.34783)"
1395037,"36, BROCK STREET (See details for further address information)",I,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510459,Unknown,"(51.3862, -2.36473)"
1395038,"1, DAFFORD'S BUILDINGS",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510460,Unknown,"(51.39906, -2.34518)"
1395039,K6 TELEPHONE BOX AT WEST END OF SOUTH SIDE,II,07/23/1987 12:00:00 AM,10/15/2010 12:00:00 AM,510461,Unknown,"(51.38638, -2.36683)"
1395040,BROOK ROAD BRIDGE,II,01/26/2010 12:00:00 AM,10/15/2010 12:00:00 AM,510462,Unknown,"(51.37933, -2.38112)"
1395041,"2-5, DAFFORD'S BUILDINGS",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510463,Unknown,"(51.39918, -2.34539)"
1395042,"6 AND 7, DAFFORD'S BUILDINGS",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510464,Unknown,"(51.3993, -2.34557)"
1395043,"3-23, BROOKLEASE BUILDINGS",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510465,Unknown,"(51.39773, -2.34644)"
1395044,"8, 9 AND 10, DAFFORD'S BUILDINGS",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510466,Unknown,"(51.39942, -2.34579)"
1395045,"1 AND 2, BROUGHAM PLACE",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510467,Unknown,"(51.39885, -2.34469)"
1395046,"11 AND 12, DAFFORD'S BUILDINGS",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510468,Unknown,"(51.39956, -2.34596)"
1395047,"3-6, BROUGHAM PLACE",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510469,Unknown,"(51.39896, -2.34455)"
1395048,"13, DAFFORD'S BUILDINGS",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510470,Unknown,"(51.39961, -2.34608)"
1395049,BRUNSWICK HOUSE AND ATTACHED RAILINGS,II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510471,Unknown,"(51.38737, -2.36244)"
1395050,"14, DAFFORD'S BUILDINGS",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510472,Unknown,"(51.39967, -2.34617)"
1395051,"15 AND 16, DAFFORD'S BUILDINGS",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510473,Unknown,"(51.39974, -2.34625)"
1395052,NO. 2 AND ATTACHED RAILINGS,II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510474,Unknown,"(51.38732, -2.36234)"
1395053,"1-4, DAFFORD'S PLACE",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510475,Unknown,"(51.39898, -2.34507)"
1395054,NO. 3 AND ATTACHED RAILINGS,II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510476,Unknown,"(51.3873, -2.36224)"
1395055,"1-4, DANIEL MEWS",II,01/27/1981 12:00:00 AM,10/15/2010 12:00:00 AM,510477,Unknown,"(51.38664, -2.35235)"
1395056,"1-18, DANIEL STREET",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510478,Unknown,"(51.38636, -2.35301)"
1395057,NO. 4 AND ATTACHED RAILINGS,II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510479,Unknown,"(51.38729, -2.36226)"
1395058,NOS. 19-34 (CONSEC) AND ATTACHED RAILINGS AND LAMP STANDARD,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510480,Unknown,"(51.38642, -2.35259)"
1395059,NO. 5 AND ATTACHED RAILINGS AND CRANE,II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510481,Unknown,"(51.38726, -2.36207)"
1395060,NO. 6 AND ATTACHED GRATING,II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510482,Unknown,"(51.38725, -2.36198)"
1395061,"1-15, BRUNSWICK STREET",II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510483,Unknown,"(51.39244, -2.35259)"
1395062,NO. 1 AND ATTACHED RAILINGS,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510484,Unknown,"(51.3879, -2.36469)"
1395063,NO. 2 AND ATTACHED RAILINGS,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510485,Unknown,"(51.38791, -2.36478)"
1395064,"3, BURLINGTON PLACE",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510486,Unknown,"(51.38794, -2.36486)"
1395065,NO. 5 AND ATTACHED RAILINGS,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510487,Unknown,"(51.38825, -2.3644)"
1395066,NO. 6 AND ATTACHED RAILINGS,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510488,Unknown,"(51.38832, -2.36436)"
1395067,NO. 7 AND ATTACHED RAILINGS,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510489,Unknown,"(51.38838, -2.36439)"
1395068,"2, LONG ACRE",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510490,Unknown,"(51.39083, -2.35546)"
1395069,THE PULTENEY ARMS,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510491,Unknown,"(51.38593, -2.3527)"
1395071,MULBERRY COTTAGE,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510492,Unknown,"(51.3869, -2.3528)"
1395072,"3, LONG ACRE",II,10/17/2006 12:00:00 AM,10/15/2010 12:00:00 AM,510493,Unknown,"(51.3909, -2.35533)"
1395074,"9 AND 10, DARLINGTON PLACE",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510495,Unknown,"(51.38143, -2.3479)"
1395075,"11, 12 AND 13, DARLINGTON PLACE",II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510496,Unknown,"(51.3813, -2.3479)"
1395076,"5, LOWER BOROUGH WALLS",II,08/05/1975 12:00:00 AM,08/15/2010 12:00:00 AM,510497,Unknown,"(51.37971, -2.3603)"
1395077,"14 AND 15, DARLINGTON PLACE",II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510498,Unknown,"(51.38116, -2.34791)"
1395078,"16, DARLINGTON PLACE",II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510499,Unknown,"(51.38108, -2.34792)"
1395079,"17 AND 18, DARLINGTON PLACE",II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510500,Unknown,"(51.381, -2.34792)"
1395080,"19 AND 20, DARLINGTON PLACE",II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510501,Unknown,"(51.38088, -2.34795)"
1395081,"6, LOWER BOROUGH WALLS",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510502,Unknown,"(51.37972, -2.36041)"
1395082,"1-12, DARLINGTON STREET",II,06/12/1950 12:00:00 AM,,510503,Unknown,"(51.38474, -2.35172)"
1395083,NO. 8 AND ATTACHED RAILINGS,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510504,Unknown,"(51.38844, -2.36436)"
1395084,NO. 9 AND ATTACHED RAILINGS,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510505,Unknown,"(51.3885, -2.36436)"
1395085,NO. 10 AND ATTACHED RAILINGS,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510506,Unknown,"(51.38856, -2.36435)"
1395087,NO. 11 AND ATTACHED RAILINGS,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510507,Unknown,"(51.38862, -2.36434)"
1395088,NO. 12 AND ATTACHED RAILINGS,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510508,Unknown,"(51.38868, -2.36432)"
1395089,NO. 13 AND ATTACHED RAILINGS,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510509,Unknown,"(51.38874, -2.36429)"
1395090,NO. 14 AND ATTACHED RAILINGS,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510510,Unknown,"(51.38879, -2.36429)"
1395092,"NOS. 16, 17 AND 18",II,07/03/1974 12:00:00 AM,10/15/2010 12:00:00 AM,510511,Unknown,"(51.37989, -2.36017)"
1395093,LOWER BRISTOL ROAD (See details for further address information),II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510512,Unknown,"(51.38143, -2.3745)"
1395094,"NOS. 7-10 (CONSEC) VICTORIA BUILDINGS, INCLUDING VICTORIA HOUSE (NO.7)",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510513,Unknown,"(51.38149, -2.37484)"
1395095,WESTON LODGE,II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510514,Unknown,"(51.39904, -2.39759)"
1395096,"11-24, VICTORIA BUILDINGS (See details for further address information)",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510515,Unknown,"(51.38157, -2.3755)"
1395097,"17-29, DENMARK ROAD",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510516,Unknown,"(51.38056, -2.37885)"
1395098,NO. 15 AND ATTACHED RAILINGS,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510517,Unknown,"(51.38886, -2.36428)"
1395099,"NOS. 25, 26 AND 27",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510518,Unknown,"(51.38165, -2.37616)"
1395100,"SHAFTESBURY HOUSE, WITH BOUNDARY WALLS AND PIERS",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510519,Unknown,"(51.36997, -2.36552)"
1395101,NOS. 2 AND 3 WITH BOUNDARY WALLS AND GATE PIERS,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510520,Unknown,"(51.37003, -2.36529)"
1395102,"NOS. 30, 31 AND 32",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510521,Unknown,"(51.38162, -2.3767)"
1395103,NO. 16 AND ATTACHED RAILINGS,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510522,Unknown,"(51.3889, -2.36478)"
1395104,"NO. 87 CEMETERY LODGE AND GATEWAY TO WIDCOMBE, LYNCOMBE AND ST JAMES'S CEMETERY",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510523,Unknown,"(51.38017, -2.37209)"
1395105,NO. 17 AND ATTACHED RAILINGS,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510524,Unknown,"(51.38884, -2.3648)"
1395106,NOS. 4 AND 5 WITH BOUNDARY WALL AND GATE PIERS,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510525,Unknown,"(51.3701, -2.36505)"
1395107,BOUNDARY WALL TO ST JAMES'S CEMETERY INCLUDING MILESTONE,II,10/15/2010 12:00:00 AM,,510527,Unknown,"(51.3803, -2.37237)"
1395108,NOS. 6 AND 7 WITH BOUNDARY WALL AND GATE PIERS,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510528,Unknown,"(51.37019, -2.36482)"
1395109,NO. 18 AND ATTACHED RAILINGS,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510529,Unknown,"(51.38877, -2.3648)"
1395111,"CEMETERY CHAPEL OF WIDCOMBE, LYNCOMBE AND ST JAMES'S CEMETERY",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510530,Unknown,"(51.37952, -2.3732)"
1395112,NO. 19 AND ATTACHED RAILINGS AND GATE,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510531,Unknown,"(51.38872, -2.3648)"
1395113,NOS. 8 AND 9 WITH RAILINGS AND GATE PIERS,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510532,Unknown,"(51.37025, -2.36459)"
1395114,HUNTER OBELISK IN ST JAMES CEMETERY,II,10/15/2010 12:00:00 AM,,510533,Unknown,"(51.37949, -2.37356)"
1395115,NOS. 238 AND 240,II,07/14/1988 12:00:00 AM,10/15/2010 12:00:00 AM,510534,Unknown,"(51.37786, -2.36257)"
1395117,"1, BURTON STREET",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510535,Unknown,"(51.38288, -2.36075)"
1395118,"10, DEVONSHIRE BUILDINGS",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510536,Unknown,"(51.37029, -2.36439)"
1395119,TECHNOLOGY HOUSE,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510537,Unknown,"(51.38064, -2.39066)"
