listentry,name,grade,listdate,amenddate,legacyuid,capturesca,location
1394763,MILESTONE APPROX. 4M EAST OF NO.8 CORK PLACE,II,10/15/2010 12:00:00 AM,,510168,Unknown,"(51.38537, -2.38005)"
1394764,NOS. 2 AND 4 AND ATTACHED RAILINGS,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510169,Unknown,"(51.37265, -2.36675)"
1394765,TEMPLE OF MINERVA IN THE BOTANICAL GARDENS,II,02/15/2007 12:00:00 AM,10/15/2010 12:00:00 AM,510170,Unknown,"(51.38839, -2.376)"
1394766,NOS. 6-18 (EVEN) AND ATTACHED RAILINGS,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510171,Unknown,"(51.3724, -2.36681)"
1394767,"1-8, LARKHALL PLACE",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510172,Unknown,"(51.39827, -2.34528)"
1394768,URN ON PATH APPROX. 110M TO NORTH-WEST OF BANDSTAND,II,08/05/1975 12:00:00 AM,08/15/2010 12:00:00 AM,510173,Unknown,"(51.38522, -2.36976)"
1394769,"NOS. 20, 22 AND 24 AND ATTACHED RAILINGS",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510174,Unknown,"(51.37213, -2.36688)"
1394770,"12, LARKHALL PLACE",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510175,Unknown,"(51.39858, -2.34586)"
1394771,NOS. 26 AND 28 AND ATTACHED RAILINGS,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510176,Unknown,"(51.372, -2.36689)"
1394772,VASE NEAR RIVERS GATE TO QUEEN'S PARADE,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510177,Unknown,"(51.38456, -2.36478)"
1394773,"NOS. 1, 2 AND 3",I,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510178,Unknown,"(51.38372, -2.35685)"
1394774,HATFIELD HOUSE,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510179,Unknown,"(51.3683, -2.36775)"
1394775,VICTORIA COLUMN,II*,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510180,Unknown,"(51.38593, -2.37208)"
1394776,"108-114, BLOOMFIELD ROAD",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510182,Unknown,"(51.36986, -2.36768)"
1394777,VICTORIA GATE APPROX. 35M TO THE EAST OF VICTORIA COLUMN,II*,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510183,Unknown,"(51.38594, -2.37157)"
1394778,GATE PIERS AND BOUNDARY WALLS TO NOS. 110-114,II,10/15/2010 12:00:00 AM,,510184,Unknown,"(51.3698, -2.36751)"
1394779,VICTORIA VASE BY THE LAKE,II,10/15/2010 12:00:00 AM,,510185,Unknown,"(51.38656, -2.37625)"
1394780,BLOOMFIELD HOUSE,II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510186,Unknown,"(51.36824, -2.36897)"
1394781,"WESTFIELD COTTAGE, WITH BOUNDARY WALLS AND GATEWAY",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510187,Unknown,"(51.36782, -2.36896)"
1394782,WESTFIELD HOUSE,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510188,Unknown,"(51.3672, -2.37052)"
1394783,"NOS. 7, 8 AND 9",I,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510189,Unknown,"(51.38357, -2.35576)"
1394784,TERRACE BALUSTRADES AND STAIRCASES AT NO. 172 WESTFIELD HOUSE,II,10/15/2010 12:00:00 AM,,510190,Unknown,"(51.36713, -2.37067)"
1394785,BOUNDARY WALL WITH PIERS AND GATEWAYS TO FRONT OF NO. 172 WESTFIELD HOUSE,II,10/15/2010 12:00:00 AM,,510191,Unknown,"(51.36695, -2.37023)"
1394786,"NOS. 10, 11, AND 12",I,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510192,Unknown,"(51.38332, -2.35646)"
1394787,FOUNTAIN,II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510193,Unknown,"(51.38367, -2.35632)"
1394788,"204, BLOOMFIELD ROAD (See details for further address information)",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510194,Unknown,"(51.36622, -2.37179)"
1394789,PILLAR BOX,II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510195,Unknown,"(51.38357, -2.35672)"
1394790,"WAKEFIELD COTTAGE, WITH BOUNDARY WALL",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510196,Unknown,"(51.3647, -2.37619)"
1394791,"262 AND 264, BLOOMFIELD ROAD",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510197,Unknown,"(51.36466, -2.37636)"
1394792,"5, LITTLE STANHOPE STREET",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510198,Unknown,"(51.38313, -2.36822)"
1394793,BLOOMFIELD CRESCENT NOS. 1-7 (CONSEC) INCLUDING GATE PIERS,II*,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510199,Unknown,"(51.36458, -2.37686)"
1394794,"6, LITTLE STANHOPE STREET",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510200,Unknown,"(51.38306, -2.36801)"
1394795,"7, LITTLE STANHOPE STREET",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510201,Unknown,"(51.38314, -2.36797)"
1394796,"1, RUSSELL STREET",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510202,Unknown,"(51.3868, -2.363)"
1394797,NO. 2 AND ATTACHED RAILINGS,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510203,Unknown,"(51.38687, -2.36304)"
1394798,"NOS. 1, 2 AND 3",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510204,Unknown,"(51.38446, -2.38364)"
1394799,NO. 3 AND ATTACHED RAILINGS,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510205,Unknown,"(51.38694, -2.36307)"
1394800,NO. 4 OXFORD HOUSE AND ATTACHED RAILINGS,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510206,Unknown,"(51.387, -2.36309)"
1394801,"NOS. 4, 5 AND 6",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510207,Unknown,"(51.38441, -2.38404)"
1394802,THE DOLPHIN PUBLIC HOUSE,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510208,Unknown,"(51.38241, -2.39362)"
1394803,"NOS. 5, 6 AND 7 QUEENSBURY HOTEL AND ATTACHED RAILINGS",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510209,Unknown,"(51.387, -2.36309)"
1394804,NO. 8 AND ATTACHED RAILINGS,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510210,Unknown,"(51.38726, -2.36319)"
1394805,NO. 14  WHYKE HOUSE,II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510211,Unknown,"(51.39639, -2.34259)"
1394806,NO. 9 AND ATTACHED RAILINGS,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510212,Unknown,"(51.3873, -2.36276)"
1394807,NO. 10 AND ATTACHED RAILINGS,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510213,Unknown,"(51.38725, -2.36274)"
1394808,NO. 11 AND ATTACHED RAILINGS,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510214,Unknown,"(51.38721, -2.3627)"
1394809,NO. 12 AND ATTACHED RAILINGS,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510215,Unknown,"(51.38715, -2.36269)"
1394810,NO.15 MONTAGUE HOUSE,II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510217,Unknown,"(51.39661, -2.34217)"
1394811,NO. 13 AND ATTACHED RAILINGS,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510218,Unknown,"(51.38709, -2.36269)"
1394812,NO. 14 AND ATTACHED RAILINGS,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510219,Unknown,"(51.38703, -2.36264)"
1394813,"WALLS, RAILINGS AND GATEPIERS TO FRONT OF MONTAGUE HOUSE",II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510220,Unknown,"(51.39632, -2.34193)"
1394814,NO. 15 AND ATTACHED RAILINGS,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510221,Unknown,"(51.38696, -2.36263)"
1394815,NO. 16 AND ATTACHED RAILINGS,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510222,Unknown,"(51.3869, -2.36261)"
1394816,CAMBRIDGE HOUSE AND ATTACHED RAILINGS,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510223,Unknown,"(51.38684, -2.36263)"
1394817,BEAUFORT COTTAGE,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510224,Unknown,"(51.39382, -2.34786)"
1394818,NO. 18 AND ATACHED RAILINGS,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510225,Unknown,"(51.38675, -2.36258)"
1394819,"1, ST ANN'S PLACE",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510226,1:1250,"(51.38297, -2.3679)"
1394820,"2, 3 AND 4, ST ANN'S PLACE",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510227,Unknown,"(51.38309, -2.36783)"
1394821,"5, 6 AND 7, ST ANN'S PLACE",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510228,Unknown,"(51.38311, -2.36765)"
1394822,"8, ST ANN'S PLACE",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510229,Unknown,"(51.38299, -2.36773)"
1394823,BEAUFORT HOUSE AND ATTACHED WALLS,II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510230,Unknown,"(51.39419, -2.3475)"
1394824,"9, ST ANN'S PLACE (See details for further address information)",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510231,Unknown,"(51.38295, -2.36775)"
1394825,FILLEIGH COTTAGE,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510232,Unknown,"(51.38235, -2.34616)"
1394826,BEAUFORT LODGE,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510233,Unknown,"(51.39423, -2.34746)"
1394827,"7-10, ST GEORGE'S PLACE",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510234,Unknown,"(51.38366, -2.3702)"
1394828,"HAWTHORN HOUSE, PREMISES OCCUPIED BY THE SALISBURY  CONSERVATIVE CLUB",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510235,Unknown,"(51.39051, -2.35499)"
1394829,"6-18, ST JAMES'S PARADE",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510236,Unknown,"(51.37902, -2.36087)"
1394830,THE BATH TAP,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510237,Unknown,"(51.37901, -2.36081)"
1394831,PARISH BOUNDARY POST IN WALL BY THE LAM BRIDGE,II,10/15/2010 12:00:00 AM,,510238,Unknown,"(51.39646, -2.34158)"
1394832,CHRISTIAN CENTRE,II*,11/20/2000 12:00:00 AM,10/15/2010 12:00:00 AM,510239,Unknown,"(51.37865, -2.36061)"
1394833,LOMBARD HOUSE,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510240,Unknown,"(51.37896, -2.36028)"
1394834,RAISED PAVEMENT BETWEEN BEAUFORT PLACE AND LAMBRIDGE STREET,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510241,Unknown,"(51.39569, -2.34348)"
1394835,"31-40, ST JAMES'S PARADE",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510242,Unknown,"(51.37937, -2.36076)"
1394836,"44, ST JAMES'S PARADE",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510243,Unknown,"(51.37979, -2.36125)"
1394837,"TWO K6 TELEPHONE BOXES OUTSIDE GROSVENOR HOUSE, GROSVENOR PLACE",II,03/26/2003 12:00:00 AM,10/15/2010 12:00:00 AM,510244,Unknown,"(51.39381, -2.34708)"
1394838,"45, ST JAMES'S PARADE",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510245,Unknown,"(51.37985, -2.36132)"
1394839,"46, ST JAMES'S PARADE",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510246,Unknown,"(51.37989, -2.36138)"
1394840,THE HOBGOBLIN PUBLIC HOUSE,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510247,Unknown,"(51.37996, -2.36145)"
1394841,NEXUS METHODIST CHURCH (WALCOT BUILDING),II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510248,Unknown,"(51.38957, -2.35769)"
1394845,FORECOURT PIERS AND WALL TO NEXUS METHODIST CHURCH (WALCOT BUILDING),II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510249,Unknown,"(51.38973, -2.35805)"
1394847,"6, ST JAMES'S PLACE",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510250,Unknown,"(51.3887, -2.36753)"
1394848,NOS 1-15 (CONSEC) AND ATTACHED RAILINGS,I,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510251,Unknown,"(51.3891, -2.36882)"
1394849,16-22 (CONSEC) AND ATTACHED RAILINGS,I,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510252,Unknown,"(51.3896, -2.36811)"
1394850,23-37 (CONSEC) AND ATTACHED RAILINGS,I,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510253,Unknown,"(51.38903, -2.3676)"
1394851,NOS. 38-45 (CONSEC) AND ATTACHED RAILINGS,I,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510255,Unknown,"(51.3885, -2.36833)"
1394852,NO. 1 AND ATTACHED WALL AND GATE PIER,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510256,Unknown,"(51.38821, -2.36754)"
1394853,"2, ST JAMES'S STREET",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510257,Unknown,"(51.38826, -2.36755)"
1394854,"NO. 3 AND ATTACHED CANOPY
NOS. 1 AND 2 (PART)",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510258,Unknown,"(51.38834, -2.36755)"
1394855,"4, ST JAMES'S STREET",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510260,Unknown,"(51.38839, -2.36764)"
1394856,"5 AND 6, ST JAMES'S STREET",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510261,Unknown,"(51.38846, -2.36767)"
1394857,"7, ST JAMES'S STREET",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510262,Unknown,"(51.38853, -2.36773)"
1394858,ST ANDREWS POST OFFICE,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510264,Unknown,"(51.38839, -2.36797)"
1394859,"9, ST JAMES'S STREET",II,06/12/1950 12:00:00 AM,10/15/1950 12:00:00 AM,510265,Unknown,"(51.38834, -2.36794)"
1394860,ST JAMES'S WINE VAULTS,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510266,Unknown,"(51.38827, -2.36788)"
1394861,"11 AND 11A, ST JAMES'S STREET",II,01/06/1987 12:00:00 AM,10/15/2010 12:00:00 AM,510267,Unknown,"(51.38821, -2.36782)"
1394862,"BEAU NASH'S HOUSE, WITH RAILINGS",II*,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510268,Unknown,"(51.38218, -2.3626)"
1394863,NO. 6 AND ADJOINING 1805 ROOMS,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510269,Unknown,"(51.38198, -2.36289)"
1394864,THEATRE ROYAL AND FORMER GARRICK'S HEAD PUBLIC HOUSE,II*,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510270,Unknown,"(51.3821, -2.363)"
1394865,ST PAUL'S CHURCH HALL,II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510271,Unknown,"(51.38187, -2.36319)"
1394866,MEMORIAL CROSS IN CHURCHYARD OF ST JOHN THE BAPTIST CHURCH,II,10/15/2010 12:00:00 AM,,510272,Unknown,"(51.38898, -2.35557)"
1394867,"1-6, ST MARK'S ROAD",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510273,Unknown,"(51.37624, -2.35702)"
1394868,"7-14, ST MARK'S ROAD",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510274,Unknown,"(51.37624, -2.35757)"
1394869,"15-18, ST MARK'S ROAD",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510275,Unknown,"(51.37623, -2.35806)"
1394870,"19-26, ST MARK'S ROAD",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510276,Unknown,"(51.37624, -2.35858)"
1394871,"27, ST MARK'S ROAD",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510277,Unknown,"(51.37668, -2.35813)"
1394872,"28 AND 29, ST MARK'S ROAD",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510278,Unknown,"(51.37664, -2.35789)"
1394873,"30 AND 31, ST MARK'S ROAD",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510280,Unknown,"(51.37662, -2.35762)"
1394874,WAREHOUSE AND OFFICE PREMISES OCCUPIED BY HARPER FURNISHINGS AND CALOR GAS,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510281,Unknown,"(51.39127, -2.35256)"
1394875,"32 AND 33, ST MARK'S ROAD",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510282,Unknown,"(51.37657, -2.3573)"
1394876,"BOUM TOMB, 20M WEST OF FORMER ST MARK'S CHURCH",II,10/15/2010 12:00:00 AM,,510283,Unknown,"(51.37643, -2.35888)"
1394877,WIDCOMBE COMMUNITY CENTRE,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510284,Unknown,"(51.37648, -2.35849)"
1394878,WAREHOUSE AND WORKSHOP TO REAR OF NO. 5 NELSON PLACE EAST ALONGSIDE CHAPEL,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510285,Unknown,"(51.38937, -2.35774)"
1394879,"1-9, ST MARY'S BUILDINGS",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510286,Unknown,"(51.37685, -2.36381)"
1394880,NO. 25 MERTON LODGE,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510287,Unknown,"(51.39914, -2.3363)"
1394881,"1, ST MICHAEL'S PLACE",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510288,Unknown,"(51.38113, -2.36173)"
1394882,NOS. 35 AND 37 BAILBROOK LODGE,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510289,Unknown,"(51.39967, -2.33599)"
1394883,THE LITTLE THEATRE AND ATTACHED CHANDOS BUILDINGS,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510290,Unknown,"(51.38106, -2.36176)"
1394884,BROMLEY MEMORIAL IN ST MICHAEL'S CEMETERY,II,10/15/2010 12:00:00 AM,,510291,Unknown,"(51.38612, -2.38325)"
1394885,ENTRANCE GATES AND PIERS TO ST MICHAEL'S CEMETERY,II,10/15/2010 12:00:00 AM,,510293,Unknown,"(51.38597, -2.38146)"
1394886,CHURCH OF ST SAVIOUR,II*,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510295,Unknown,"(51.39567, -2.34645)"
1394887,"WALLS, PIERS, GATES, RAILINGS AND WAR MEMORIAL, CHURCH OF ST SAVIOUR",II,10/15/2010 12:00:00 AM,,510296,Unknown,"(51.39559, -2.34621)"
1394888,"1-4, ST SAVIOUR'S ROAD",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510297,Unknown,"(51.3971, -2.34504)"
1394889,"6 AND 7, ST SAVIOUR'S ROAD",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510298,Unknown,"(51.39664, -2.34512)"
1394890,NO. 39 BAILBROOK HOUSE,II*,02/01/1956 12:00:00 AM,10/15/2010 12:00:00 AM,510299,Unknown,"(51.40105, -2.33457)"
1394891,COMPTON,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510300,Unknown,"(51.39849, -2.34445)"
1394892,LARKHALL INN,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510301,Unknown,"(51.39744, -2.34524)"
1394893,NO. 170 ATHOL HOUSE,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510302,Unknown,"(51.40316, -2.32624)"
1394894,FORMER HORSE TROUGH at ST 7641 6647,II,10/15/2010 12:00:00 AM,,510304,Unknown,"(51.39672, -2.34048)"
1394895,"1-6, ST STEPHEN'S PLACE",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510305,Unknown,"(51.39185, -2.36315)"
1394896,GARDEN PAVILION IN GROUNDS OF NO. 79 LONDON ROAD WEST,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510306,Unknown,"(51.40201, -2.33178)"
1394897,"4 AND 5, ST SWITHIN'S PLACE",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510307,Unknown,"(51.38929, -2.35812)"
1394898,LAMBRIDGE HOUSE AND ATTACHED OUTHOUSE,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510308,Unknown,"(51.39668, -2.3393)"
1394899,"1-8, SAVILLE ROW",II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510309,Unknown,"(51.38635, -2.36203)"
1394900,"1-10, LONDON STREET",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510310,Unknown,"(51.3888, -2.35886)"
1394901,BLUE COAT HOUSE,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510311,Unknown,"(51.38635, -2.36203)"
1394902,"NOS. 11, 12, AND 13",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510312,Unknown,"(51.38908, -2.35876)"
1394903,NOS. 14-18 (CONSEC) HAT AND FEATHER PUBLIC HOUSE (NO.14),II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510313,Unknown,"(51.38934, -2.35861)"
1394904,"PIERS, GATES, RAILINGS, PLINTHS AND STEPS TO HEDGEMEAD PARK",II,10/15/2010 12:00:00 AM,,510314,Unknown,"(51.38949, -2.35885)"
1394905,RAILINGS AND GATES OF WALCOT CEMETERY TO NORTH OF ST SWITHIN'S CHURCH,II,10/15/2010 12:00:00 AM,,510315,Unknown,"(51.38883, -2.35926)"
1394906,"1, LONG ACRE",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510316,Unknown,"(51.39074, -2.35561)"
1394907,GALA BINGO CLUB,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510317,Unknown,"(51.38179, -2.36227)"
1394908,THE LOFT CLUB,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510318,Unknown,"(51.38176, -2.36197)"
1394909,LODGE STYLE,II*,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,510320,Unknown,"(51.36228, -2.33558)"
1394910,"6, CLEVELAND PLACE EAST",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510321,Unknown,"(51.39002, -2.35637)"
1394911,WALL TO KENNET AND AVON CANAL ON WEST SIDE OF LANE,II,10/15/2010 12:00:00 AM,,510322,Unknown,"(51.3848, -2.34752)"
1394912,"7, CLEVELAND PLACE EAST",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510323,Unknown,"(51.38998, -2.35633)"
1394913,SION HOUSE AND ATTACHED WALLS AND GATEPIERS,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510324,Unknown,"(51.39279, -2.37263)"
1394914,"8, CLEVELAND PLACE EAST",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510325,Unknown,"(51.38991, -2.3562)"
1394915,"9A, SION HILL",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510326,Unknown,"(51.39288, -2.37299)"
1394916,"4, CLEVELAND PLACE WEST",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510327,Unknown,"(51.38965, -2.35664)"
1394917,"10, SION HILL",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510328,Unknown,"(51.39293, -2.37327)"
1394918,COLUMNS IN GARDEN OF NO. 4,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510329,Unknown,"(51.38944, -2.35641)"
1394919,"5-10, CLEVELAND PLACE WEST",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510330,Unknown,"(51.38976, -2.35686)"
1394920,NOS. 11-15 (CONSEC) AND ATTACHED WALL,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510332,Unknown,"(51.39298, -2.3737)"
1394921,"NOS 11 (THE CURFEW PUBLIC HOUSE), 12 AND 13",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510333,Unknown,"(51.38994, -2.35719)"
1394922,"16, SION HILL",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510334,Unknown,"(51.39315, -2.37433)"
1394923,"17, SION HILL",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510337,Unknown,"(51.39321, -2.37456)"
1394924,"18, SION HILL",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510338,Unknown,"(51.39328, -2.37474)"
1394925,HAMPTON LODGE AND ATTACHED WALL,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510339,Unknown,"(51.39335, -2.375)"
1394926,NO. 20 AND ATTACHED WALL,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510340,Unknown,"(51.3934, -2.37546)"
1394927,DUNCAN COTTAGE,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510341,Unknown,"(51.39228, -2.37576)"
1394928,GOTHIC COTTAGE,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,510342,Unknown,"(51.39199, -2.37565)"
1394929,TRAFALGAR HOUSE AND ORMOND LODGE,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510343,Unknown,"(51.39181, -2.37487)"
1394930,"31, SION HILL",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510344,Unknown,"(51.39194, -2.37481)"
1394931,"32, SION HILL",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510345,Unknown,"(51.39194, -2.37481)"
1394932,"33, SION HILL",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510346,Unknown,"(51.39212, -2.3747)"
1394933,SION LODGE,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510347,Unknown,"(51.39229, -2.37456)"
1394934,"36 AND 37, SION HILL",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510348,Unknown,"(51.39252, -2.37449)"
1394935,"38, SION HILL",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510349,Unknown,"(51.39269, -2.3743)"
1394936,ENTRANCE TO LYDE HOUSE,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,510350,Unknown,"(51.39252, -2.3716)"
